Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),SOC
-0.967291057,3.642813921,1.852342076,0.755191919,0.62240404
-0.840428174,3.655449152,1.852342076,0.755448443,0.622275778
-0.451022178,3.694327116,1.852342076,0.755617932,0.622191034
0.01504139,3.741790771,1.852344649,0.755664867,0.622167567
-0.278992534,3.71441412,1.852346169,0.755715061,0.622142469
-0.116680056,3.731099367,1.852346169,0.755764692,0.622117654
0.141544357,3.758152008,1.852371412,0.755776315,0.622111842
0.262468964,3.771597147,1.852433924,0.755776315,0.622111842
0.67796731,3.814363003,1.852584359,0.755776315,0.622111842
1.07817018,3.856480837,1.85285322,0.755776315,0.622111842
1.012309432,3.852916956,1.853140007,0.755776315,0.622111842
1.17462194,3.871222019,1.85345761,0.755776315,0.622111842
0.98729676,3.855022907,1.853750752,0.755776315,0.622111842
0.526091814,3.810961246,1.853934936,0.755776315,0.622111842
0.673468649,3.826350451,1.854113659,0.755776315,0.622111842
-7.4186E-05,3.760257721,1.854161869,0.755776343,0.622111828
-0.000254133,3.759609699,1.854161869,0.755776392,0.622111804
-0.000254133,3.759609699,1.85416187,0.75577645,0.622111775
-0.000254133,3.759771824,1.85416187,0.755776495,0.622111753
-0.05081933,3.754912138,1.85416187,0.755787782,0.622106109
-7.4186E-05,3.760095835,1.854161871,0.755790584,0.622104708
-0.000254133,3.760095835,1.854161871,0.755790625,0.622104688
-0.96261245,3.663872719,1.854161871,0.756009965,0.621995018
-1.068961263,3.651237488,1.854161871,0.756301574,0.621849213
-1.782452464,3.577855349,1.854161871,0.756779637,0.621610182
-2.400571585,3.513220549,1.854161871,0.757419615,0.621290192
-2.420725584,3.50738883,1.854161871,0.758091159,0.62095442
-1.615281343,3.584496975,1.854161871,0.75858006,0.62070997
-1.043408751,3.640546083,1.854161871,0.758888532,0.620555734
-1.306491733,3.614141464,1.854161871,0.759246239,0.62037688
-1.427776217,3.601020098,1.854161871,0.759638939,0.620180531
-1.585050225,3.583848953,1.854161871,0.760081004,0.619959498
-1.65612936,3.575425386,1.854161871,0.760546342,0.619726829
-2.531573057,3.486815929,1.854161871,0.761222934,0.619388533
-2.304479599,3.506417036,1.854161871,0.761879465,0.619060267
-1.686180592,3.565705776,1.854161871,0.762367225,0.618816387
-1.098832607,3.624346733,1.854161871,0.762678878,0.618660561
-0.825672507,3.651885509,1.854161871,0.76291415,0.618542925
-1.230913877,3.611873388,1.854161871,0.763249881,0.618375059
-0.461099237,3.688495398,1.854161871,0.763391619,0.61830419
-0.460919291,3.689791441,1.854161871,0.763519675,0.618240163
-0.293568283,3.707286596,1.854161871,0.763605398,0.618197301
0.015221337,3.739198923,1.854166023,0.763606611,0.618196695
-0.440585226,3.700806856,1.854166023,0.76364084,0.61817958
-0.440765172,3.695623159,1.854166023,0.763763279,0.618118361
-0.278992534,3.710202456,1.854166023,0.76388698,0.61805651
0.207045183,3.753778219,1.854166023,0.763962334,0.618018833
-0.268195689,3.718950033,1.854221754,0.763965956,0.618017022
-0.420970976,3.701616764,1.854221754,0.764041123,0.617979438
-0.42079103,3.700320959,1.854221754,0.764158016,0.617920992
-0.421150923,3.700320959,1.854221754,0.764276755,0.617861623
-0.42079103,3.700320959,1.854221754,0.764395447,0.617802277
-0.42079103,3.700320959,1.854221754,0.764512337,0.617743831
-0.582563698,3.685417652,1.854221754,0.76463491,0.617682545
-0.957393944,3.648645639,1.854221754,0.764810659,0.617594671
-1.124385118,3.630340576,1.854221754,0.765082032,0.617458984
-2.552447081,3.492809534,1.854221754,0.76543949,0.617280255
-1.939726353,3.54205513,1.854221754,0.766128549,0.616935725
-1.979854703,3.537843227,1.854221754,0.766677121,0.61666144
-2.055792332,3.528609753,1.854221754,0.767238923,0.616380538
-0.582743645,3.667922497,1.854221754,0.767758915,0.616120543
-1.447930336,3.589518547,1.854221754,0.767962688,0.616018656
-1.205181479,3.610415459,1.854221754,0.768353887,0.615823057
-1.053665757,3.625156879,1.854221754,0.768690606,0.615654697
-0.415572554,3.687361479,1.854221754,0.76895598,0.61552201
-0.222848967,3.70825839,1.854221754,0.769060109,0.615469945
-0.592640698,3.674240351,1.854221754,0.769146215,0.615426893
-0.405675471,3.692059278,1.854221754,0.769300019,0.615349991
-0.035703756,3.728993416,1.854221754,0.769390346,0.615304827
0.141544357,3.748108387,1.854231813,0.769397594,0.615301203
-0.399917156,3.703398705,1.854260692,0.769399863,0.615300068
0.141544357,3.749566317,1.854271751,0.769506358,0.615246821
0.141544357,3.751348257,1.854311682,0.769506358,0.615246821
-0.369685978,3.702750683,1.854337497,0.769541052,0.615229474
-0.005472606,3.737578869,1.854337497,0.769612973,0.615193514
-0.359968841,3.704046726,1.854337497,0.769642932,0.615178534
0.470488071,3.785042524,1.854374731,0.769711666,0.615144167
0.212443605,3.763983488,1.854462152,0.769711666,0.615144167
-0.319120795,3.711336374,1.854519344,0.769742084,0.615128958
-0.486291856,3.694327116,1.854519344,0.769848057,0.615075971
-0.486291856,3.693517208,1.854519344,0.769985248,0.615007376
-0.486291856,3.693193197,1.854519344,0.770122474,0.614938763
0.00964297,3.741628647,1.854520455,0.770203691,0.614898154
-0.309223682,3.711822271,1.854522085,0.770238511,0.614880745
-0.476214796,3.695137262,1.854522085,0.770345989,0.614827005
-0.137014106,3.728183508,1.854522085,0.770437101,0.61478145
0.075503692,3.749728441,1.854531187,0.770458102,0.614770949
0.273265809,3.770301342,1.854578673,0.770458102,0.614770949
0.141544357,3.758799791,1.854639188,0.770458102,0.614770949
0.267867386,3.771921158,1.854696401,0.770458102,0.614770949
0.805370033,3.82602644,1.854847772,0.770458102,0.614770949
0.961564302,3.843683481,1.855092832,0.770458102,0.614770949
0.880767941,3.837851763,1.855353057,0.770458102,0.614770949
0.663211644,3.81808877,1.855563733,0.770458102,0.614770949
0.52627176,3.805453539,1.855728052,0.770458102,0.614770949
-0.24354291,3.730127335,1.855800075,0.770491934,0.614754033
-1.14993763,3.639088154,1.855800075,0.770699275,0.614650363
-1.093793988,3.641355991,1.855800075,0.771015095,0.614492453
-0.795441389,3.669380426,1.855800075,0.771272953,0.614363524
-0.901970148,3.658041,1.855800075,0.771510752,0.614244624
-1.01785624,3.645243645,1.855800075,0.771782811,0.614108594
-1.048087358,3.641031981,1.855800075,0.772065834,0.613967083
-1.276260614,3.617381096,1.855800075,0.77239766,0.61380117
-1.589908838,3.584496975,1.855800075,0.772806715,0.613596642
-1.660808086,3.575587273,1.855800075,0.773267448,0.613366276
-1.16451335,3.622565031,1.855800075,0.773650907,0.613174547
-0.400277048,3.698053122,1.855800075,0.773845201,0.613077399
-0.633488774,3.675860167,1.855800075,0.774001086,0.612999457
-0.638167381,3.675374269,1.855800075,0.774180623,0.612909688
-0.648244441,3.674402237,1.855800075,0.774362515,0.612818742
-1.170091748,3.622402906,1.855800075,0.774641062,0.612679469
-0.820813954,3.655773163,1.855800075,0.774905234,0.612547383
-1.362635374,3.601505995,1.855800075,0.775246119,0.612376941
-0.622871876,3.673592329,1.855800075,0.775470487,0.612264756
-0.627910376,3.673592329,1.855800075,0.775647226,0.612176387
-0.628090322,3.673754215,1.855800075,0.77582442,0.61208779
-0.298966706,3.706476688,1.855800075,0.775934479,0.61203276
0.445295453,3.781316757,1.85589313,0.775953962,0.612023019
0.207045183,3.760095835,1.855968483,0.775953962,0.612023019
0.141544357,3.754588127,1.856011509,0.775953962,0.612023019
0.616965175,3.802861691,1.856159793,0.775953962,0.612023019
0.329049468,3.776294947,1.856265085,0.775953962,0.612023019
0.131287366,3.757341862,1.856312051,0.775953962,0.612023019
-0.734619141,3.671324492,1.856317184,0.776130612,0.611934694
-0.749914706,3.668408632,1.856317184,0.776341633,0.611829183
-0.901970148,3.652209282,1.856317184,0.776590419,0.61170479
-0.633308828,3.678290129,1.856317184,0.776778454,0.611610773
-1.068781376,3.63422823,1.856317184,0.777060243,0.611469878
-1.256286502,3.61397934,1.856317184,0.777402708,0.611298646
-1.154616237,3.622726917,1.856317184,0.777736313,0.611131843
-0.805518389,3.656583071,1.856317184,0.777969736,0.611015132
-1.20014286,3.616895199,1.856317184,0.77830404,0.61084798
-1.235412598,3.612197399,1.856317184,0.778647047,0.610676477
-0.714465082,3.663224697,1.856317184,0.778851139,0.610574431
-0.299146652,3.705018759,1.856317184,0.778942674,0.610528663
-0.299146652,3.705990553,1.856317184,0.779027024,0.610486488
-0.29374823,3.707124472,1.856317184,0.779108664,0.610445668
0.080722161,3.745192528,1.856339623,0.779109127,0.610445436
0.080902107,3.746326447,1.856362076,0.779109127,0.610445436
-0.435546726,3.697729111,1.856362076,0.779186564,0.610406718
0.080722161,3.738226891,1.856362426,0.779304544,0.610347728
0.080542214,3.746974468,1.856385223,0.779304544,0.610347728
0.202366561,3.759285927,1.856409513,0.779304544,0.610347728
-0.911327422,3.66597867,1.856463999,0.779310025,0.610344987
-1.07363987,3.635200262,1.856463999,0.779573975,0.610213012
-0.805518389,3.657555103,1.856463999,0.779867022,0.610066489
-0.673437059,3.670514345,1.856463999,0.780091701,0.609954149
-0.116500102,3.722837687,1.856463999,0.780269639,0.609865181
-0.673437059,3.67391634,1.856463999,0.780319396,0.609840302
-0.435546726,3.694003105,1.856463999,0.780500639,0.609749681
-0.435546726,3.694651127,1.856463999,0.780623493,0.609688253
0.015221337,3.73790288,1.856464524,0.780729278,0.609635361
0.019899966,3.740656853,1.856469057,0.780729278,0.609635361
0.141544357,3.753292084,1.856480669,0.780729278,0.609635361
0.019899966,3.74292469,1.856513475,0.780729278,0.609635361
-0.263517082,3.716034174,1.856517971,0.780742913,0.609628543
-0.420970976,3.700158834,1.856517971,0.780825342,0.609587329
-0.420970976,3.699348927,1.856517971,0.78094406,0.60952797
-0.101744421,3.730127335,1.856517971,0.781039492,0.609480254
-0.253619969,3.71619606,1.856517971,0.78107905,0.609460475
-0.415572554,3.700482845,1.856517971,0.781160394,0.609419803
0.019899966,3.742114782,1.856519255,0.781247812,0.609376094
0.020079914,3.743896723,1.856524888,0.781247812,0.609376094
-0.395598412,3.704208612,1.856529034,0.781276094,0.609361953
-0.780145824,3.665654659,1.856529034,0.7814185,0.60929075
-0.248581439,3.715872049,1.856529034,0.78159224,0.60920388
0.02511844,3.743410587,1.856531339,0.781639049,0.609180476
0.384293288,3.779858828,1.856568741,0.781639049,0.609180476
0.480745077,3.791198254,1.856683887,0.781639049,0.609180476
0.596991062,3.804157495,1.856833807,0.781639049,0.609180476
0.176993981,3.76463151,1.856957591,0.781639049,0.609180476
-0.2887097,3.718950033,1.856987571,0.781669391,0.609165305
-0.395418465,3.707448483,1.856987571,0.781762232,0.609118884
-1.306491733,3.617057323,1.856987571,0.781977642,0.609011179
-1.241170883,3.619972944,1.856987571,0.782332994,0.608833503
-1.093614101,3.6327703,1.856987571,0.782660786,0.608669607
-0.582563698,3.682015896,1.856987571,0.782904945,0.608547527
-0.587422252,3.681691885,1.856987571,0.783069903,0.608465049
-1.008139133,3.640059948,1.856987571,0.7832849,0.60835755
-0.612794816,3.677479982,1.856987571,0.78352459,0.608237705
-0.537216961,3.685255766,1.856987571,0.783689938,0.608155031
-0.541715622,3.68476963,1.856987571,0.783842108,0.608078946
-0.627910376,3.676346064,1.856987571,0.783958444,0.608020778
0.025298387,3.740332842,1.85699117,0.784090589,0.607954706
-0.081050485,3.731423378,1.856994577,0.784101253,0.607949374
-0.385521352,3.702264786,1.856994577,0.784137284,0.607931358
-0.385341406,3.701778889,1.856994577,0.784277796,0.607861102
0.025298387,3.742114782,1.856998394,0.784325421,0.60783729
-0.076371849,3.73320508,1.857001467,0.784334937,0.607832531
-0.076551802,3.733529091,1.857001467,0.784349509,0.607825245
-0.364287585,3.705828667,1.857001467,0.784423349,0.607788326
-0.592640698,3.682825804,1.857001467,0.784560739,0.607719631
-1.01281774,3.640383959,1.857001467,0.784794502,0.607602749
-0.385341406,3.70064497,1.857001467,0.784977811,0.607511094
0.075323746,3.746974468,1.857013252,0.785022643,0.607488679
-0.374724507,3.703560829,1.857021766,0.785082472,0.607458764
0.131467313,3.753454208,1.857043454,0.785125802,0.607437099
-0.856263578,3.656583071,1.857057154,0.785273809,0.607363096
-1.150117517,3.625804663,1.857057154,0.785567676,0.607216162
-1.038190246,3.635038376,1.857057154,0.785867195,0.607066402
0.131467313,3.750214338,1.85708054,0.785972801,0.607013599
0.490822107,3.787958384,1.857182321,0.785972801,0.607013599
1.063414454,3.846923351,1.85743258,0.785972801,0.607013599
0.89588356,3.833316088,1.857699898,0.785972801,0.607013599
1.321458936,3.877215624,1.858030051,0.785972801,0.607013599
1.052977562,3.853402853,1.858349882,0.785972801,0.607013599
0.734290838,3.823758602,1.858581971,0.785972801,0.607013599
0.000105761,3.751510143,1.858634549,0.785972833,0.607013583
-7.4186E-05,3.750700235,1.858634549,0.78597288,0.60701356
-0.000254133,3.750376225,1.858634549,0.785972923,0.607013538
-0.000254133,3.750214338,1.858634549,0.785972973,0.607013513
-0.000254133,3.750214338,1.85863455,0.785973018,0.607013491
-0.000254133,3.750376225,1.85863455,0.785973069,0.607013466
-0.648244441,3.685741663,1.85863455,0.786117928,0.606941036
-0.97268945,3.651885509,1.85863455,0.786371244,0.606814378
-2.055972338,3.541893005,1.85863455,0.786897101,0.606551449
-2.213606119,3.522616148,1.85863455,0.787504115,0.606247943
-2.633243322,3.477258444,1.85863455,0.788237492,0.605881254
-2.086203575,3.527799845,1.85863455,0.788846246,0.605576877
-1.246209383,3.60928154,1.85863455,0.789225177,0.605387412
-1.56975472,3.576559305,1.85863455,0.789650689,0.605174656
-1.357056975,3.596646309,1.85863455,0.790046392,0.604976804
-1.225515485,3.608957529,1.85863455,0.790389382,0.604805309
-1.448110342,3.585954905,1.85863455,0.790793549,0.604603226
-2.111756086,3.51856637,1.85863455,0.791376308,0.604311846
-2.673371553,3.46041131,1.85863455,0.792098721,0.603950639
-1.918852568,3.53233552,1.85863455,0.792661555,0.603669223
-1.185387254,3.604421854,1.85863455,0.793004009,0.603497995
-0.830891013,3.640383959,1.85863455,0.793239995,0.603380002
-0.451022178,3.676346064,1.85863455,0.793409515,0.603295243
-0.451022178,3.679748058,1.85863455,0.79353675,0.603231625
0.368817836,3.75232029,1.85863455,0.793660182,0.603169909
-0.111821473,3.719597816,1.858735989,0.793661151,0.603169425
0.01972002,3.728993416,1.858736246,0.793690456,0.603154772
0.080542214,3.736768961,1.858743186,0.793690456,0.603154772
0.019899966,3.732557297,1.858764582,0.793690456,0.603154772
0.131467313,3.743410587,1.858772139,0.793690456,0.603154772
0.019899966,3.734339237,1.8588061,0.793690456,0.603154772
0.131467313,3.745354652,1.858815352,0.793690456,0.603154772
0.581875443,3.789578199,1.858868075,0.793690456,0.603154772
1.063234568,3.838823795,1.859051011,0.793690456,0.603154772
0.131647259,3.753940105,1.859307911,0.793690456,0.603154772
-0.28367117,3.711984396,1.859338735,0.79370309,0.603148455
-0.633488774,3.676508188,1.859338735,0.79379903,0.603100485
-1.07363987,3.631960392,1.859338735,0.793995034,0.603002483
-0.916725874,3.644271851,1.859338735,0.794285422,0.602857289
-0.055677909,3.726239443,1.859338735,0.794497296,0.602751352
-0.329017907,3.703074694,1.859338735,0.794528418,0.602735791
-0.547114074,3.681691885,1.859338735,0.794634033,0.602682983
0.02979707,3.736607075,1.859340556,0.794751527,0.602624237
-0.329017907,3.704046726,1.859346919,0.794773601,0.602613199
-0.329017907,3.703236818,1.859346919,0.794865028,0.602567486
-1.246209383,3.61430335,1.859346919,0.795014156,0.602492922
-0.962792397,3.638116121,1.859346919,0.795345427,0.602327287
-1.124565005,3.621754885,1.859346919,0.7956293,0.60218535
-0.602537811,3.671162367,1.859346919,0.795906914,0.602046543
-0.750094652,3.657555103,1.859346919,0.79608549,0.601957255
-0.901610255,3.642165899,1.859346919,0.796309956,0.601845022
-0.551792681,3.675374269,1.859346919,0.796533211,0.601733394
-0.243362963,3.706152678,1.859346919,0.796661464,0.601669268
0.131467313,3.743734598,1.859358325,0.796707166,0.601646417
0.374396205,3.769329309,1.859420252,0.796707166,0.601646417
0.075323746,3.741952658,1.859494067,0.796707166,0.601646417
0.125888944,3.747298479,1.859520734,0.796707166,0.601646417
0.02979707,3.738874912,1.859545971,0.796707166,0.601646417
0.075323746,3.743896723,1.859559667,0.796707166,0.601646417
0.136145934,3.750376225,1.859587628,0.796707166,0.601646417
0.080722161,3.745678425,1.859619662,0.796707166,0.601646417
0.455372483,3.783098698,1.859687158,0.796707166,0.601646417
1.321638942,3.869602203,1.859926514,0.796707166,0.601646417
1.148889542,3.856156826,1.860271546,0.796707166,0.601646417
0.829842865,3.826998234,1.860554771,0.796707166,0.601646417
-7.4186E-05,3.746488571,1.860670097,0.796707184,0.601646408
-0.000254133,3.745354652,1.860670098,0.796707233,0.601646384
-0.000254133,3.745030642,1.860670099,0.796707266,0.601646367
-7.4186E-05,3.744868517,1.860670101,0.796707296,0.601646352
-7.4186E-05,3.745030642,1.860670103,0.796707328,0.601646336
-0.000254133,3.745192528,1.860670104,0.796707376,0.601646312
-7.4186E-05,3.745354652,1.860670105,0.796707431,0.601646285
-0.000254133,3.745354652,1.860670106,0.796707474,0.601646263
-7.4186E-05,3.745516539,1.860670106,0.796707516,0.601646242
-7.4186E-05,3.745678425,1.860670106,0.796707559,0.60164622
-7.4186E-05,3.745840549,1.860670106,0.796707597,0.601646202
-7.4186E-05,3.74616456,1.860670108,0.796707633,0.601646183
-7.4186E-05,3.746002436,1.860670108,0.796707694,0.601646153
-7.4186E-05,3.746326447,1.860670109,0.796707735,0.601646133
-0.000254133,3.746326447,1.860670109,0.796707765,0.601646117
-7.4186E-05,3.746488571,1.860670109,0.796707808,0.601646096
-0.000254133,3.746650457,1.86067011,0.79670785,0.601646075
-7.4186E-05,3.746812582,1.860670111,0.796707903,0.601646049
-7.4186E-05,3.746974468,1.860670111,0.796707945,0.601646027
-0.000254133,3.747136354,1.860670112,0.796707987,0.601646006
-7.4186E-05,3.747298479,1.860670114,0.796708028,0.601645986
-7.4186E-05,3.747460365,1.860670114,0.796708076,0.601645962
-7.4186E-05,3.74762249,1.860670117,0.796708112,0.601645944
-7.4186E-05,3.747784376,1.860670117,0.796708142,0.601645929
-7.4186E-05,3.747946501,1.860670119,0.79670819,0.601645905
-7.4186E-05,3.747946501,1.86067012,0.796708231,0.601645885
-7.4186E-05,3.748108387,1.86067012,0.796708285,0.601645858
-7.4186E-05,3.748432398,1.86067012,0.796708329,0.601645835
0.000105761,3.748594284,1.860670121,0.796708367,0.601645817
-7.4186E-05,3.748432398,1.860670122,0.796708416,0.601645792
-0.000254133,3.748594284,1.860670123,0.796708469,0.601645765
-0.000254133,3.748918295,1.860670123,0.796708518,0.601645741
-7.4186E-05,3.748918295,1.860670125,0.796708562,0.601645719
-0.400097102,3.709068537,1.860670125,0.796800573,0.601599713
-0.906468868,3.65771699,1.860670125,0.797029262,0.601485369
-1.605384231,3.585954905,1.860670125,0.797440254,0.601279873
-1.969777584,3.54675293,1.860670125,0.797986333,0.601006834
-2.405070066,3.500261307,1.860670125,0.79864876,0.60067562
-2.775041819,3.459601402,1.860670125,0.799419577,0.600290212
-1.534305096,3.579313278,1.860670125,0.79989552,0.60005224
-1.666026473,3.565382004,1.860670125,0.800361857,0.599819071
-2.076126575,3.522940159,1.860670125,0.800930498,0.599534751
-1.640653968,3.564247847,1.860670125,0.801401892,0.599299054
-1.51900959,3.575101376,1.860670125,0.801832546,0.599083727
-1.321427345,3.594054461,1.860670125,0.802208018,0.598895991
-1.372532487,3.588222742,1.860670125,0.802594692,0.598702654
-1.564896107,3.568297625,1.860670125,0.803035437,0.598482281
-1.14993763,3.61397934,1.860670125,0.803255216,0.598372392
-1.093614101,3.61397934,1.860670125,0.803574294,0.598212853
-0.967471004,3.623860836,1.860670125,0.80387722,0.59806139
0.01504139,3.716844082,1.860670255,0.804143778,0.597928111
0.141544357,3.73644495,1.86067559,0.804143778,0.597928111
0.141724303,3.739522934,1.860715543,0.804143778,0.597928111
-0.409994185,3.689953327,1.860751804,0.804153251,0.597923374
0.277944446,3.751348257,1.860757833,0.804258553,0.597870724
0.987116814,3.823272467,1.860856255,0.804258553,0.597870724
1.037861943,3.833153963,1.86113212,0.804258553,0.597870724
0.419922858,3.77759099,1.86140209,0.804258553,0.597870724
0.34902361,3.770139217,1.861517935,0.804258553,0.597870724
1.164185047,3.848381281,1.861651724,0.804258553,0.597870724
1.098684192,3.846923351,1.861972166,0.804258553,0.597870724
0.748866558,3.815335035,1.86226467,0.804258553,0.597870724
0.248073176,3.767709494,1.862449906,0.804258553,0.597870724
0.065606587,3.74908042,1.862511058,0.804258553,0.597870724
-0.000254133,3.742114782,1.862525401,0.804258561,0.59787072
-0.000254133,3.741790771,1.862525404,0.804258599,0.5978707
-0.000254133,3.741952658,1.862525404,0.804258643,0.597870678
-7.4186E-05,3.741952658,1.862525405,0.80425868,0.59787066
-0.061076328,3.736120939,1.862525407,0.804263071,0.597868464
-0.222848967,3.720407963,1.862525407,0.804291228,0.597854386
-0.228247389,3.71943593,1.862525407,0.804354467,0.597822767
-7.4186E-05,3.741304874,1.862525407,0.804401515,0.597799242
-0.061076328,3.735959053,1.862525408,0.804406571,0.597796715
-0.000254133,3.742114782,1.862525408,0.804418356,0.597790822
-0.000254133,3.742276669,1.862525408,0.804418407,0.597790796
-0.000254133,3.742600679,1.86252541,0.804418445,0.597790778
-7.4186E-05,3.743086576,1.862525411,0.804418488,0.597790756
-0.000254133,3.743086576,1.862525413,0.804418524,0.597790738
-7.4186E-05,3.743410587,1.862525413,0.804418575,0.597790712
-7.4186E-05,3.743734598,1.862525415,0.804418606,0.597790697
-0.045600858,3.739360809,1.862525416,0.804423764,0.597788118
-0.182540774,3.726077557,1.862525416,0.804452386,0.597773807
-0.344493359,3.709878445,1.862525416,0.804521378,0.597739311
-0.66336,3.677642107,1.862525416,0.804655913,0.597672043
-1.514330983,3.592758417,1.862525416,0.804948331,0.597525835
-1.731707335,3.567811728,1.862525416,0.805403406,0.597298297
-2.025201321,3.535899401,1.862525416,0.80592945,0.597035275
-0.993023515,3.634066343,1.862525416,0.806364139,0.596817931
-0.547114074,3.678290129,1.862525416,0.806581355,0.596709323
-1.387647986,3.595998287,1.862525416,0.806857959,0.59657102
-1.989751816,3.534603596,1.862525416,0.807328366,0.596335817
-2.015124321,3.52909565,1.862525416,0.80790217,0.596048915
-1.311710238,3.59551239,1.862525416,0.808359176,0.595820412
-0.521561563,3.673592329,1.862525416,0.808602416,0.595698792
-0.400097102,3.686713696,1.862525416,0.80872981,0.595635095
-0.405495495,3.687199593,1.862525416,0.808843605,0.595578197
-0.628090322,3.665816784,1.862525416,0.808997108,0.595501446
-1.185387254,3.610091686,1.862525416,0.809274678,0.595362661
-0.916545928,3.635200262,1.862525416,0.809561248,0.595219376
-1.260965109,3.600696087,1.862525416,0.809877913,0.595061043
-1.179988742,3.607175827,1.862525416,0.810213196,0.594893402
-1.01281774,3.623050928,1.862525416,0.810514895,0.594742552
-0.232926026,3.700158834,1.862525416,0.8106534,0.5946733
-0.228067443,3.701940775,1.862525416,0.810718187,0.594640907
-0.607936263,3.665168762,1.862525416,0.810856595,0.594571703
-0.896571755,3.636172295,1.862525416,0.811086303,0.594456849
-0.911867261,3.633742332,1.862525416,0.8113423,0.59432885
-0.643385887,3.659822941,1.862525416,0.811544215,0.594227892
-0.937239826,3.630664587,1.862525416,0.811784812,0.594107594
-0.627910376,3.660794973,1.862525416,0.811980769,0.594009615
-0.774747431,3.646215677,1.862525416,0.812185757,0.593907122
-0.56240958,3.667274714,1.862525416,0.812360533,0.593819733
-0.410174131,3.682339907,1.862525416,0.812484044,0.593757978
-0.409994185,3.68298769,1.862525416,0.812599738,0.593700131
-0.253799915,3.698863029,1.862525416,0.812681155,0.593659422
-0.253799915,3.699510813,1.862525416,0.812752676,0.593623662
-0.405495495,3.684931755,1.862525416,0.812857736,0.593571132
0.01972002,3.727211475,1.862529995,0.812877921,0.593561039
-0.258118659,3.70064497,1.86253086,0.812937215,0.593531392
0.075683638,3.734015226,1.86254822,0.812949943,0.593525029
0.131647259,3.740818739,1.862583015,0.812949943,0.593525029
0.384653181,3.766899347,1.862681581,0.812949943,0.593525029
0.480565131,3.777752876,1.86281384,0.812949943,0.593525029
1.012489438,3.832182169,1.863078915,0.812949943,0.593525029
0.647916138,3.798487902,1.863271992,0.812949943,0.593525029
1.088607073,3.843521357,1.863568594,0.812949943,0.593525029
0.495860636,3.786500454,1.863721377,0.812949943,0.593525029
0.642517686,3.802051544,1.863900065,0.812949943,0.593525029
0.764522016,3.815172911,1.864110863,0.812949943,0.593525029
-7.4186E-05,3.740008831,1.864119133,0.812949978,0.593525011
-7.4186E-05,3.73968482,1.864119134,0.81295001,0.593524995
-7.4186E-05,3.739522934,1.864119134,0.81295005,0.593524975
-7.4186E-05,3.73968482,1.864119136,0.812950087,0.593524956
-7.4186E-05,3.73968482,1.864119137,0.812950131,0.593524935
-7.4186E-05,3.73968482,1.864119138,0.812950169,0.593524916
-0.000254133,3.739846945,1.864119139,0.812950201,0.593524899
-0.000254133,3.740008831,1.864119141,0.812950243,0.593524879
-7.4186E-05,3.740008831,1.864119141,0.812950287,0.593524857
-7.4186E-05,3.740170717,1.864119142,0.812950326,0.593524837
-7.4186E-05,3.740494728,1.864119142,0.812950377,0.593524811
-7.4186E-05,3.740818739,1.864119142,0.812950431,0.593524785
-0.000254133,3.740656853,1.864119146,0.812950465,0.593524768
-0.000254133,3.740818739,1.864119147,0.8129505,0.59352475
-0.000254133,3.74114275,1.864119147,0.812950546,0.593524727
-7.4186E-05,3.741304874,1.864119147,0.812950586,0.593524707
-0.000254133,3.741628647,1.864119148,0.812950628,0.593524686
-0.000254133,3.741466761,1.864119149,0.812950678,0.593524661
-0.679015458,3.676994085,1.864119149,0.812978674,0.593510663
-1.068781376,3.636172295,1.864119149,0.813187124,0.593406438
-1.615281343,3.580770969,1.864119149,0.813513594,0.593243203
-2.233400345,3.51710844,1.864119149,0.814000197,0.592999901
-2.653217554,3.471426725,1.864119149,0.814654781,0.592672609
-3.139255285,3.419751406,1.864119149,0.815433894,0.592283053
-2.739592314,3.45247364,1.864119149,0.816282554,0.591858723
-2.42594409,3.480012417,1.864119149,0.817035666,0.591482167
-0.937239826,3.622402906,1.864119149,0.817609445,0.591195278
0.12606889,3.728993416,1.864127902,0.817806428,0.591096786
0.126428783,3.733043194,1.864163497,0.817806428,0.591096786
1.235264182,3.84303546,1.864283325,0.817806428,0.591096786
1.347011447,3.859072685,1.864641006,0.817806428,0.591096786
1.088607073,3.837851763,1.864998608,0.817806428,0.591096786
0.718815386,3.803995609,1.865269724,0.817806428,0.591096786
-7.4186E-05,3.735149145,1.865408563,0.817806441,0.59109678
-7.4186E-05,3.734177113,1.865408563,0.817806488,0.591096756
-0.000254133,3.734177113,1.865408563,0.817806532,0.591096734
-0.000254133,3.734177113,1.865408566,0.817806565,0.591096717
-0.000254133,3.734501123,1.865408568,0.817806593,0.591096704
-7.4186E-05,3.734825134,1.865408571,0.817806628,0.591096686
0.000105761,3.735149145,1.865408572,0.817806667,0.591096667
0.000105761,3.735473156,1.865408572,0.817806713,0.591096643
-7.4186E-05,3.735797167,1.865408573,0.81780675,0.591096625
-0.000254133,3.735959053,1.865408574,0.817806795,0.591096603
-7.4186E-05,3.736283064,1.865408574,0.817806842,0.591096579
-0.000254133,3.736607075,1.865408575,0.817806883,0.591096559
-0.000254133,3.736931086,1.865408576,0.817806928,0.591096536
-0.081050485,3.729155302,1.865408576,0.817817678,0.591091161
-0.43536678,3.694327116,1.865408576,0.817889017,0.591055491
-0.663719893,3.670838356,1.865408576,0.81804351,0.590978245
-0.977368116,3.638764143,1.865408576,0.818274978,0.590862511
